番組ID,番組分類,番組名,摘要,放映順,楽曲ID,楽曲名,歌手名
21653,"TV","魔法少女特殊戦あすか","ED","第1話のみ放映",116409,"KODO","nonoc"
21653,"TV","魔法少女特殊戦あすか","ED","1",116410,"REBEL FLAG","GARNiDELiA"
19467,"TV","魔法少女?なりあ☆がーるず","OP","",101682,"We are なりあ☆がーるず","なりあ☆がーるず"
19467,"TV","魔法少女?なりあ☆がーるず","ED","",101692,"めざせ!国民的キャラ","なりあ☆がーるず"
18843,"TV","魔法少女なんてもういいですから。","OP","",97244,"夢色トリドリパレード♬","アース・スター ドリーム"
19619,"TV","魔法少女なんてもういいですから。セカンドシーズン","OP","",102582,"君色に染まる ~アース・スター ドリームver.~","アース・スター ドリーム"
1269,"TV","魔法少女プリティサミー","OP","1",3947,"夢みれば夢も夢じゃない","横山智佐"
1270,"VD","魔法少女プリティサミー","OP","",1721,"ちゃんと夢を見ましょ！","横山智佐"
1270,"VD","魔法少女プリティサミー","OP","英語吹替版",26310,"DREAM AWAY(ちゃんと夢を見ましょ!)","Sharyn scott"
1269,"TV","魔法少女プリティサミー","ED","1",597,"PERSONA","秋山久美"
1270,"VD","魔法少女プリティサミー","ED","1",4640,"ばか","横山智佐"
1269,"TV","魔法少女プリティサミー","ED","2",3561,"調子にのっておりました","THE RHYTHM KINGS"
1270,"VD","魔法少女プリティサミー","ED","英語吹替版",26315,"MONEY NO MORE(ばか)","Sharyn scott"
1944,"VD","魔法少女プリティサミー Super Kiss","OP","1",1721,"ちゃんと夢を見ましょ！","横山智佐"
1944,"VD","魔法少女プリティサミー Super Kiss","OP","英語吹替版",26310,"DREAM AWAY(ちゃんと夢を見ましょ!)","Sharyn scott"
1944,"VD","魔法少女プリティサミー Super Kiss","ED","1",5157,"魔法の扉","横山智佐"
1944,"VD","魔法少女プリティサミー Super Kiss","ED","英語吹替版",30078,"MAGICAL DOOR(魔法の扉)","Sharyn scott"
896,"VD","魔法少女プリティサミー 電脳帝国の逆襲","OP","1",1721,"ちゃんと夢を見ましょ！","横山智佐"
896,"VD","魔法少女プリティサミー 電脳帝国の逆襲","OP","英語吹替版",26310,"DREAM AWAY(ちゃんと夢を見ましょ!)","Sharyn scott"
896,"VD","魔法少女プリティサミー 電脳帝国の逆襲","ED","1",1033,"愛の負け戦","松本梨香"
896,"VD","魔法少女プリティサミー 電脳帝国の逆襲","ED","英語吹替版",26314,"YOUR HIROSHI(愛の負け戦)","Diane Michelle"
15473,"MV","劇場版 魔法少女まどか☆マギカ","OP","1",78514,"ルミナス","ClariS"
15473,"MV","劇場版 魔法少女まどか☆マギカ","OP","2",78514,"ルミナス","ClariS"
13247,"TV","魔法少女まどか☆マギカ","OP","",67212,"コネクト","ClariS"
13247,"TV","魔法少女まどか☆マギカ","ED","1",67213,"Magia","Kalafina"
15473,"MV","劇場版 魔法少女まどか☆マギカ","ED","1",78797,"Magia[quattro]","Kalafina"
15473,"MV","劇場版 魔法少女まどか☆マギカ","ED","2",78515,"ひかりふる","Kalafina"
13247,"TV","魔法少女まどか☆マギカ","ED","スポット放映",67212,"コネクト","ClariS"
13247,"TV","魔法少女まどか☆マギカ","ED","最終回に放映",67212,"コネクト","ClariS"
13247,"TV","魔法少女まどか☆マギカ","ED","DVD版",69032,"また あした","悠木碧"
13247,"TV","魔法少女まどか☆マギカ","ED","DVD版",70154,"and I'm home","喜多村英梨,野中藍"
16407,"MV","劇場版 魔法少女まどか☆マギカ[新編]叛逆の物語","OP","",85371,"カラフル","ClariS"
16407,"MV","劇場版 魔法少女まどか☆マギカ[新編]叛逆の物語","ED","",85372,"君の銀の庭","Kalafina"
1271,"TV","魔法少女ララベル","OP","1",2005,"ハローララベル","堀江美都子,コロムビアゆりかご会"
21943,"MV","魔法少女ララベル","OP","",2005,"ハローララベル","堀江美都子,コロムビアゆりかご会"
1271,"TV","魔法少女ララベル","ED","1",3889,"魔法少女ララベル","堀江美都子,コロムビアゆりかご会"
21943,"MV","魔法少女ララベル","ED","",3889,"魔法少女ララベル","堀江美都子,コロムビアゆりかご会"
6977,"TV","魔法少女リリカルなのは","OP","1",31692,"innocent starter","水樹奈々"
6977,"TV","魔法少女リリカルなのは","ED","",31693,"Little Wish~lyrical step~","田村ゆかり"
6977,"TV","魔法少女リリカルなのは","ED","最終回に放映",31693,"Little Wish~lyrical step~","田村ゆかり"
7716,"TV","魔法少女リリカルなのはA's","OP","1",36301,"ETERNAL BLAZE","水樹奈々"
7716,"TV","魔法少女リリカルなのはA's","ED","1",36304,"Spiritual Garden","田村ゆかり"
7716,"TV","魔法少女リリカルなのはA's","ED","最終回に放映",36304,"Spiritual Garden","田村ゆかり"
8849,"TV","魔法少女リリカルなのはStrikerS","OP","1",43539,"SECRET AMBITION","水樹奈々"
8849,"TV","魔法少女リリカルなのはStrikerS","OP","2",45322,"MASSIVE WONDERS","水樹奈々"
8849,"TV","魔法少女リリカルなのはStrikerS","ED","1",43899,"星空のSpica","田村ゆかり"
8849,"TV","魔法少女リリカルなのはStrikerS","ED","2",45323,"Beautiful Amulet","田村ゆかり"
17965,"TV","魔法少女リリカルなのは ViVid","OP","",92481,"Angel Blossom","水樹奈々"
17965,"TV","魔法少女リリカルなのは ViVid","ED","",92482,"Pleasure treasure","田村ゆかり"
15039,"MV","魔法少女リリカルなのは THE MOVIE 2nd A's","ED","1",77341,"微笑みのプルマージュ","田村ゆかり"
15039,"MV","魔法少女リリカルなのは THE MOVIE 2nd A's","ED","2",76724,"BRIGHT STREAM","水樹奈々"
11825,"MV","魔法少女リリカルなのは THE MOVIE 1st","ED","1",61710,"My wish my love","田村ゆかり"
11825,"MV","魔法少女リリカルなのは THE MOVIE 1st","ED","2",61472,"PHANTOM MINDS","水樹奈々"
21429,"MV","魔法少女リリカルなのはDetonation","ED","",114875,"NEVER SURRENDER","水樹奈々"
21429,"MV","魔法少女リリカルなのはDetonation","ED","",116017,"小さな魔法~Lyrical Flower~","田村ゆかり"
19824,"MV","魔法少女リリカルなのはReflection","ED","",106779,"Destiny's Prelude","水樹奈々"
1273,"TV","魔法陣グルグル","OP","1",496,"MAGIC OF LOVE","TOo's"
20358,"TV","魔法陣グルグル(2017)","OP","1",107350,"Trip Trip Trip","ORESAMA"
1273,"TV","魔法陣グルグル","OP","2",3360,"晴れてハレルヤ","奥井亜紀"
20358,"TV","魔法陣グルグル(2017)","OP","2",108759,"流星ダンスフロア","ORESAMA"
1274,"MV","魔法陣グルグル","OP","",2852,"金のトビラ","サトミキハラ,ラジオハート"
1273,"TV","魔法陣グルグル","ED","1",834,"Wind Climbing~風にあそばれて~","奥井亜紀"
20358,"TV","魔法陣グルグル(2017)","ED","1",107351,"Round&Round&Round","TECHNOBOYS PULCRAFT GREEN-FUND"
1273,"TV","魔法陣グルグル","ED","2",2335,"もう止まらない","SLAP STICKS"
20358,"TV","魔法陣グルグル(2017)","ED","2",108760,"Magical Circle","TECHNOBOYS PULCRAFT GREEN-FUND"
1274,"MV","魔法陣グルグル","ED","",6120,"LOVE GOES","HIM"
6915,"VD","魔法戦士スイートナイツ~ヒロイン凌辱指令~","ED","",31345,"KISS IN THE SWEET NIGHTS","Minako"
4555,"TV","魔法戦士リウイ","OP","1",18221,"Twinkle Trick","奥田綾乃"
4555,"TV","魔法戦士リウイ","ED","1",18222,"Love&Pain","ハッポンアシ"
7084,"TV","魔法先生ネギま!","OP","1",33110,"ハッピー☆マテリアル","麻帆良学園中等部2-A"
7084,"TV","魔法先生ネギま!","OP","2",33462,"ハッピー☆マテリアル","麻帆良学園中等部2-A"
7084,"TV","魔法先生ネギま!","OP","3",33626,"ハッピー☆マテリアル","麻帆良学園中等部2-A"
7084,"TV","魔法先生ネギま!","OP","4",33898,"ハッピー☆マテリアル","麻帆良学園中等部2-A"
7084,"TV","魔法先生ネギま!","OP","5",34235,"ハッピー☆マテリアル","麻帆良学園中等部2-A"
7084,"TV","魔法先生ネギま!","OP","6",34723,"ハッピー☆マテリアル","麻帆良学園中等部2-A"
7084,"TV","魔法先生ネギま!","OP","最終回に放映",35343,"ハッピー☆マテリアル(31人ver)","麻帆良学園中等部2-A"
7084,"TV","魔法先生ネギま!","ED","1",33111,"輝く君へ","麻帆良学園中等部2-A かなかな組"
7084,"TV","魔法先生ネギま!","ED","2",34124,"おしえてほしいぞぉ、師匠","麻帆良学園中等部2-A 師匠となやめるオトメ組"
7084,"TV","魔法先生ネギま!","ED","スポット放映",35076,"ハッピー☆マテリアル(Acoustic Version)","(インストゥルメンタル)"
7084,"TV","魔法先生ネギま!","ED","最終回に放映",35344,"輝く君へ~Peace","麻帆良学園中等部2-A"
10274,"VD","魔法先生ネギま! 白き翼","OP","",50628,"ハッピー☆マテリアル リターン","麻帆良学園中等部3-A"
10274,"VD","魔法先生ネギま! 白き翼","ED","1",50963,"輝く君へ","麻帆良学園中等部3-A"
10274,"VD","魔法先生ネギま! 白き翼","ED","2",50964,"A-LY-YA!","麻帆良学園中等部3-A"
11730,"VD","魔法先生ネギま! もうひとつの世界","OP","",66165,"LOVE♡ドライブ","佐藤利奈,神田朱未,野中藍,小林ゆう,能登麻美子"
11730,"VD","魔法先生ネギま! もうひとつの世界","ED","",66166,"Get a Chance!","佐藤利奈,井上麻里奈,志村由美,矢部雅史,小山力也,松岡由貴,小野大輔"
13061,"VD","魔法先生ネギま! もうひとつの世界 Extra","OP","",66167,"Magical Twinkle Sky","桑谷夏子,佐藤聡美,花澤香菜,竹達彩奈"
13061,"VD","魔法先生ネギま! もうひとつの世界 Extra","ED","",66168,"Good vibration!!","桑谷夏子,佐藤聡美,花澤香菜,竹達彩奈"
16709,"TV","魔法戦争","OP","",85928,"閃光のPRISONER","南里侑香"
16709,"TV","魔法戦争","ED","",86454,"Born to be","ナノ"
1275,"TV","魔法使いサリー","OP","1",3885,"魔法使いサリー","スリー・グレイセス"
2527,"MV","魔法使いサリー","OP","",3884,"魔法使いサリー","朝川ひろこ"
1275,"TV","魔法使いサリー","ED","1",3881,"魔法のマンボ","前川陽子,ハニー・ナイツ"
1275,"TV","魔法使いサリー","ED","2",1010,"いたずらのうた","朝井ゆかり,野沢雅子,加藤みどり,千々松幸子,平井道子"
1275,"TV","魔法使いサリー","ED","3",1972,"パパパのチョイナ","水垣洋子,フォー・メイツ"
2527,"MV","魔法使いサリー","ED","",6395,"バラ色の時間","朝川ひろこ,SHINES"
1276,"TV","魔法使いサリー(新)","OP","1",3884,"魔法使いサリー","朝川ひろこ"
1276,"TV","魔法使いサリー(新)","ED","1",3772,"不思議なサリー","朝川ひろこ"
1276,"TV","魔法使いサリー(新)","ED","2",2439,"リトル プリンセス","朝川ひろこ"
1277,"VD","魔法使いTai!","OP","",3716,"背伸びをしてFollow You","魔法使い隊"
1277,"VD","魔法使いTai!","ED","1",2247,"またあした","MASAMI"
1277,"VD","魔法使いTai!","ED","最終回に放映",3716,"背伸びをしてFollow You","魔法使い隊"
2827,"TV","魔法使いTai!","OP","1",9025,"I Wanna Do More","尾崎亜美"
2827,"TV","魔法使いTai!","ED","1",9026,"Should I Do?","尾崎亜美"
2827,"TV","魔法使いTai!","ED","最終回に放映",9026,"Should I Do?","尾崎亜美"
1278,"TV","魔法使いチャッピー","OP","",3886,"魔法使いチャッピー","シンガーズ・スリー"
1278,"TV","魔法使いチャッピー","ED","",1849,"ドンちゃんのうた","富田耕生"
15555,"WA","魔法使いなら味噌を喰え!","ED","",79032,"Sign","livetune"
5713,"TV","魔法遣いに大切なことSOMEDAY'S DREAMERS","OP","1",24949,"風の花","花*花"
5713,"TV","魔法遣いに大切なことSOMEDAY'S DREAMERS","ED","1",24780,"UNDER THE BLUE SKY","the Indigo"
5713,"TV","魔法遣いに大切なことSOMEDAY'S DREAMERS","ED","最終回に放映",25524,"UNDER THE BLUE SKY(acoustic)","the Indigo"
10209,"TV","魔法遣いに大切なこと~夏のソラ~","OP","",50201,"Fly Away","THYME"
10209,"TV","魔法遣いに大切なこと~夏のソラ~","ED","1",50292,"乾いた花","micc"
10209,"TV","魔法遣いに大切なこと~夏のソラ~","ED","最終回に放映",50201,"Fly Away","THYME"
20552,"TV","魔法使いの嫁","OP","1",108444,"Here","JUNNA"
20552,"TV","魔法使いの嫁","OP","2",109851,"You","May'n"
20552,"TV","魔法使いの嫁","ED","1",108445,"環-cycle-","糸奇はな"
20552,"TV","魔法使いの嫁","ED","2",109852,"月のもう半分","AIKI,AKINO"
20552,"TV","魔法使いの嫁","ED","最終回に放映",111894,"The Legend of \"The Ancient Magus Bride\"","Jessica"
20553,"VD","魔法使いの嫁 星待つひと","ED","",108446,"CLOCKWORK QUICK AND LIGHTNING SLOW","JULIA SHORTREED"
18823,"TV","魔法つかいプリキュア!","OP","1",97101,"Dokkin♢魔法つかいプリキュア!","北川理恵"
18823,"TV","魔法つかいプリキュア!","OP","2",100793,"Dokkin♢魔法つかいプリキュア!part2","北川理恵"
18823,"TV","魔法つかいプリキュア!","ED","1",97102,"CURE UP↑RA♡PA☆PA!~ほほえみになる魔法~","高橋李依,堀江由衣"
18823,"TV","魔法つかいプリキュア!","ED","2",100794,"魔法アラ・ドーモ!","高橋李依,堀江由衣,早見沙織"
18823,"TV","魔法つかいプリキュア!","ED","スポット放映",102315,"正しい魔法の使い方","渡辺麻友"
1279,"TV","魔法のアイドルパステルユーミ","OP","1",2853,"金のリボンでRockして","志賀真理子"
1279,"TV","魔法のアイドルパステルユーミ","ED","1",2112,"フリージアの少年","志賀真理子"
1280,"TV","魔法のエンジェルスイートミント","OP","1",3776,"不思議の国のスイートミント","笠原弘子"
1280,"TV","魔法のエンジェルスイートミント","ED","1",2295,"ミントの夢旅行","笠原弘子"
2089,"VD","魔法の詩保ちゃん","ED","",7187,"My boy☆My love","竹ノ内美奈子"
1281,"TV","魔法のスター マジカルエミ","OP","1",3778,"不思議色ハピネス","小幡洋子"
2178,"VD","魔法のスター・マジカルエミ 蝉時雨","OP","",3778,"不思議色ハピネス","小幡洋子"
1281,"TV","魔法のスター マジカルエミ","ED","1",918,"あなただけDreaming","小幡洋子"
2178,"VD","魔法のスター・マジカルエミ 蝉時雨","ED","",918,"あなただけDreaming","小幡洋子"
1637,"TV","魔法のステージ ファンシーララ","OP","1",4232,"LaLaLa~くちびるに願いをこめて~","大森玲子"
1637,"TV","魔法のステージ ファンシーララ","ED","1",4233,"しあわせな き・ぶ・ん","大森玲子"
1282,"TV","魔法の天使クリィミーマミ","OP","1",1753,"デリケートに好きして","太田貴子"
1282,"TV","魔法の天使クリィミーマミ","ED","1",1944,"パジャマのままで","太田貴子"
1282,"TV","魔法の天使クリィミーマミ","ED","2",491,"LOVEさりげなく","太田貴子"
1282,"TV","魔法の天使クリィミーマミ","ED","最終回に放映",1944,"パジャマのままで","太田貴子"
3488,"VD","魔法の天使クリィミーマミ 永遠のワンスモア","ED","",3756,"美衝撃(ビューティフルショック)","太田貴子"
3488,"VD","魔法の天使クリィミーマミ 永遠のワンスモア","ED","DVD版",6538,"囁いてジュテーム -Je t'aime-","太田貴子"
1283,"VD","魔法の天使クリィミーマミ カーテンコール","OP","",3882,"魔法の砂時計","太田貴子"
1283,"VD","魔法の天使クリィミーマミ カーテンコール","ED","",379,"I Can't Say “Bye-Bye”","太田貴子"
1285,"VD","魔法の天使クリィミーマミ Long Good-Bye","OP","",1906,"ハートのSEASON","太田貴子"
1285,"VD","魔法の天使クリィミーマミ Long Good-Bye","ED","",1213,"ガールズ・トーク","太田貴子"
1287,"TV","魔法のプリンセスミンキーモモ(新)","OP","1",3942,"夢みるハート","小森まなみ"
1287,"TV","魔法のプリンセスミンキーモモ(新)","OP","2",3957,"夢を抱きしめて","林原めぐみ"
1286,"TV","魔法のプリンセスミンキーモモ","OP","",2423,"ラブ・ラブ・ミンキーモモ","小山茉美"
1287,"TV","魔法のプリンセスミンキーモモ(新)","ED","1",1680,"ダバダバ Fallin' Love","小森まなみ"
1287,"TV","魔法のプリンセスミンキーモモ(新)","ED","2",3014,"好きより大好きミンキースマイル!","林原めぐみ"
1286,"TV","魔法のプリンセスミンキーモモ","ED","",2294,"ミンキーステッキ・ドリミンパ","小山茉美"
1287,"TV","魔法のプリンセスミンキーモモ(新)","ED","最終回に放映",4013,"約束","岡崎律子"
3048,"VD","魔法のプリンセスミンキーモモ(新) [未放映版]","OP","",3957,"夢を抱きしめて","林原めぐみ"
3048,"VD","魔法のプリンセスミンキーモモ(新) [未放映版]","ED","",3014,"好きより大好きミンキースマイル!","林原めぐみ"
1288,"TV","魔法のマコちゃん","OP","1",3880,"魔法のマコちゃん","堀江美都子"
1288,"TV","魔法のマコちゃん","ED","1",2178,"ぼくはマコについてゆく","堀江美都子,コロムビア・メール・ハーモニー"
1289,"TV","魔法の妖精ペルシャ","OP","1",2960,"見知らぬ国のトリッパー","岡本舞子"
1289,"TV","魔法の妖精ペルシャ","OP","2",1136,"おしゃれめさるな","MIMA"
1289,"TV","魔法の妖精ペルシャ","ED","1",2426,"ラブリードリーム","岡本舞子"
1289,"TV","魔法の妖精ペルシャ","ED","2",1651,"だいすきシンバ","冨永みーな"
5095,"WA","魔法遊戯 飛び出す!!ハナマル大冒険(2D版)","OP","2D版",22186,"Pa・Pa・Do・Wa","徳永愛"
5358,"VD","魔法遊戯(3D版)","ED","",21533,"Catch your dream","徳永愛"
5095,"WA","魔法遊戯 飛び出す!!ハナマル大冒険(2D版)","ED","2D版",22187,"また明日","徳永愛"
7177,"TV","まほらば","OP","1",33225,"大事♥Da・I・Ji","佐伯美愛,白石涼子"
7177,"TV","まほらば","ED","",33226,"僕のスピードで","米倉千尋"
7177,"TV","まほらば","ED","最終回に放映",33226,"僕のスピードで","米倉千尋"
1291,"TV","まぼろしまぼちゃん","OP","1",1658,"タイムマシンにお願い","サディスティック・ミカ・バンド"
1291,"TV","まぼろしまぼちゃん","ED","1",1435,"サイクリング・ブギ","サディスティック・ミカ・バンド"
4956,"TV","まほろまてぃっく","OP","1",20581,"かえりみち","川澄綾子"
4956,"TV","まほろまてぃっく","ED","1",20582,"まほろDEまんぼー","とりおまてぃっく"
11984,"TS","まほろまてぃっく~ただいま◇おかえり~","OP","",59553,"ただいまの風","川澄綾子"
11984,"TS","まほろまてぃっく~ただいま◇おかえり~","ED","",59554,"【ま】のつくブギ!","とりおまてぃっく,清水愛"
11984,"TS","まほろまてぃっく~ただいま◇おかえり~","ED","",60909,"【ま】のつくブギ!","とりおまてぃっく,清水愛,川澄綾子"
6412,"TS","まほろまてぃっく 夏のTVスペシャル","OP","",24079,"そ・れ・い・ゆ","川澄綾子"
6412,"TS","まほろまてぃっく 夏のTVスペシャル","ED","",27925,"緋立娘HA! 伊達音頭","とりおまてぃっく,清水愛"
5598,"TV","まほろまてぃっく~もっと美しいもの~","OP","1",24079,"そ・れ・い・ゆ","川澄綾子"
5598,"TV","まほろまてぃっく~もっと美しいもの~","ED","1",24080,"とりおまてぃっく ラン らん 乱♪","とりおまてぃっく"
5598,"TV","まほろまてぃっく~もっと美しいもの~","ED","最終回に放映",20581,"かえりみち","川澄綾子"
1294,"TV","ママは小学4年生","OP","1",2614,"愛を＋ワン","益田宏美"
1294,"TV","ママは小学4年生","ED","1",1392,"この愛を未来へ","益田宏美"
1295,"TV","ママはぽよぽよザウルスがお好き","OP","1",95,"Beeper Love(Saurus Version)","NOW"
1295,"TV","ママはぽよぽよザウルスがお好き","ED","1",1030,"いつのまにか君を(アコースティック・バージョン)","小野正利"
1295,"TV","ママはぽよぽよザウルスがお好き","ED","2",1589,"スパイシー・ライフ","松本梨香"
14167,"VD","ママぷりっ!?","ED","",85631,"(不明)","藤沢みなみ"
1296,"TV","ママレード♡ボーイ","OP","1",3254,"笑顔に会いたい","濵田理恵"
1296,"TV","ママレード♡ボーイ","ED","1",3462,"素敵な小夜曲","藤原美穂"
1296,"TV","ママレード♡ボーイ","ED","2",2980,"枯れ葉色のクレッシェンド","水島康宏"
1296,"TV","ママレード♡ボーイ","ED","3",4009,"夜明けのエチュード","市川楊子"
1297,"MV","ママレード♡ボーイ","ED","",4009,"夜明けのエチュード","市川楊子"
4726,"TV","まみむめもがちょ","OP","",19237,"アノネ~まみむめ★もがちょ","水樹奈々"
4726,"TV","まみむめもがちょ","ED","1",19344,"シアワセ大将","豊嶋真千子,有島モユ,水樹奈々"
9543,"TV","まめうしくん","OP","1",47117,"は・ぴ・ぽ~ まめちっち","ピンカラ姉妹"
9543,"TV","まめうしくん","ED","1",47118,"だいすきまめうしくん","sorachoco"
20845,"TV","まめねこ","ED","",110641,"MIKE","瀬川あやか"
1786,"TV","まもって守護月天!","OP","1",4763,"さぁ","SURFACE"
1786,"TV","まもって守護月天!","ED","1",4802,"I JUST FEEL SO LOVE AGAIN~そばにいるだけで~","sweet velvet"
8326,"TV","まもって!ロリポップ","OP","",40215,"Poppin' Heartはひとつだけ?","クローバー"
8326,"TV","まもって!ロリポップ","ED","",40216,"キュン・キュン・パニック","み~こ"
8326,"TV","まもって!ロリポップ","ED","最終回に放映",40216,"キュン・キュン・パニック","み~こ"
81,"MV","魔物ハンター妖子","ED","",7821,"恋のクーデター・ゴーゴー","久川綾"
3036,"VD","魔物ハンター妖子 3","ED","",9510,"So Bad Boy","久川綾"
1529,"VD","魔物ハンター妖子 2","ED","",6416,"ところがどっこい!セクシー娘","本間かおり"
3646,"VD","魔物ハンター妖子^2","ED","",12020,"Touch My Heart","久川綾"
2817,"VD","魔物ハンター妖子5 光陰覇王の乱","ED","",8965,"頑張る私が好き","久川綾"
8566,"TV","護くんに女神の祝福を!","OP","1",41676,"MA・MO・RU!","富田麻帆"
8566,"TV","護くんに女神の祝福を!","ED","1",41677,"Venus Dream","佐藤ひろ美"
6968,"MV","マヤの一生","ED","",31611,"ゆりかごの唄","(インストゥルメンタル)"
18975,"TV","迷家-マヨイガ-","OP","",98909,"幻想ドライブ","和島あみ"
18975,"TV","迷家-マヨイガ-","ED","",98411,"結露","片平里菜"
12522,"TV","迷い猫オーバーラン!","OP","1",63477,"はっぴぃ にゅう にゃあ","伊藤かな恵,井口裕香,竹達彩奈"
12522,"TV","迷い猫オーバーラン!","OP","スポット放映",64791,"GO!グランブレイバー!","福山芳樹"
12522,"TV","迷い猫オーバーラン!","ED","1",63478,"イチャラブCome Home!","伊藤かな恵,井口裕香,竹達彩奈"
12522,"TV","迷い猫オーバーラン!","ED","スポット放映",64605,"迷い猫同好会の歌","伊藤かな恵,井口裕香,竹達彩奈"
12522,"TV","迷い猫オーバーラン!","ED","スポット放映",64792,"奏でて星歌","三重野瞳"
12522,"TV","迷い猫オーバーラン!","ED","スポット放映",65179,"サンキュー・ブルマ~ありがとうのキモチ~","梅ノ森学園ブルマ派"
19945,"VD","迷elleオトコノ娘","OP","",104301,"ディジーロケット","榊原ゆい"
13582,"TV","まよチキ!","OP","",69170,"Be Starters!","喜多村英梨"
13582,"TV","まよチキ!","ED","",69321,"君にご奉仕","井口裕香,喜多村英梨,伊瀬茉莉也"
21892,"TV","真夜中のオカルト公務員","OP","",118057,"dis-communicate","福山潤"
21892,"TV","真夜中のオカルト公務員","ED","",118058,"約束のOverture","土岐隼一"
11483,"TV","マリー&ガリー","OP","",56722,"ガリハバラ!","スウィング・メイツK"
12651,"TV","マリー&ガリーver.2.0","OP","",64252,"カガクル!ミラクル!","千葉千恵巳,井上麻里奈"
6498,"TV","マリア様がみてる","OP","",28476,"pastel pure","(インストゥルメンタル)"
8591,"VD","マリア様がみてる","OP","",55295,"pastel pure~tranquillite~","(インストゥルメンタル)"
8591,"VD","マリア様がみてる","ED","1",41802,"Chercher~シャルシェ~","KOTOKO"
8591,"VD","マリア様がみてる","ED","2",41917,"きれいな旋律","KOTOKO"
6498,"TV","マリア様がみてる","ED","",28477,"Sonata Blue","(インストゥルメンタル)"
6850,"TV","マリア様がみてる~春~","OP","",30916,"pastel pure","ALI PROJECT"
6850,"TV","マリア様がみてる~春~","ED","",28477,"Sonata Blue","(インストゥルメンタル)"
10753,"TV","マリア様がみてる 4th Season","OP","",53337,"地図散歩","kukui"
10753,"TV","マリア様がみてる 4th Season","ED","",52875,"くもりガラスの向こう","引田香織"
10621,"TV","まりあ†ほりっく","OP","",53605,"HANAJI","小林ゆう"
10621,"TV","まりあ†ほりっく","ED","",53606,"君に、胸キュン。","天の妃少女合唱団"
13424,"TV","まりあ†ほりっく あらいぶ","OP","1",68666,"妄想戦士 宮前かなこ","杉田智和"
13424,"TV","まりあ†ほりっく あらいぶ","OP","2",68483,"るんるんりる らんらんらら","小林ゆう"
13424,"TV","まりあ†ほりっく あらいぶ","OP","スポット放映",69139,"るんるんりる らんらんらら(茉莉花ヴァージョン)","井上麻里奈"
13424,"TV","まりあ†ほりっく あらいぶ","ED","1",68772,"どうにもとまらない","天の妃少女合唱団"
13424,"TV","まりあ†ほりっく あらいぶ","ED","最終回に放映",64433,"ドンマイ ドンマイ!","小林ゆう"
5218,"VD","Malice@Doll","ED","",41801,"Fly away","Ryoko Kashima"
2032,"VD","Marriage 結婚","OP","",7024,"愛するあなたに贈る歌","笠松美樹"
2032,"VD","Marriage 結婚","ED","",7025,"今日より明日は…","笠松美樹"
2248,"VD","魔龍戦紀","ED","",7621,"HEART・BREAK 症候群","小野由美"
2021,"TS","マリンエクスプレス","OP","",6952,"The Marine Express","トミー・スナイダー"
2476,"TS","マリンスノーの伝説","OP","",8144,"海に還る","鴉鷺"
2476,"TS","マリンスノーの伝説","ED","",8145,"ふたりの郷","鴉鷺"
3497,"MV","MARCO","ED","",11570,"Carry a Dream","Sheena Easton"
335,"MV","マルチラウンド・アニメーション がんばれ!!タブチくん!","OP","1",1259,"がんばれ!!タブチくん!!","クレイジー・パーティー"
335,"MV","マルチラウンド・アニメーション がんばれ!!タブチくん!","ED","1",2668,"WAHO!","クレイジー・パーティー"
1300,"TV","丸出だめ夫","OP","1",3098,"三百六十五歩のマーチ","水前寺清子"
1300,"TV","丸出だめ夫","ED","1",3106,"子供はつらいよ","水前寺清子"
13011,"MV","マルドゥック・スクランブル","ED","1",65857,"アメイジング・グレイス for Balot","本田美奈子."
13011,"MV","マルドゥック・スクランブル","ED","2",71449,"アヴェ・マリア for Balot","本田美奈子."
13011,"MV","マルドゥック・スクランブル","ED","3",77557,"つばさ","林原めぐみ"
1547,"MV","MAROKO","OP","",7751,"御先祖様万々歳!","児島由美"
13625,"TV","輪るピングドラム","OP","1",69919,"ノルニル","やくしまるえつこメトロオーケストラ"
13625,"TV","輪るピングドラム","OP","2",71274,"少年よ我に帰れ","やくしまるえつこメトロオーケストラ"
13625,"TV","輪るピングドラム","ED","1",69920,"DEAR FUTURE","COALTAR OF THE DEEPERS"
13625,"TV","輪るピングドラム","ED","スポット放映",70757,"DEAR FUTURE","WATCHMAN"
13625,"TV","輪るピングドラム","ED","スポット放映",71132,"灰色の水曜日","トリプルH"
13625,"TV","輪るピングドラム","ED","スポット放映",71731,"Bad News黒い予感","トリプルH"
13625,"TV","輪るピングドラム","ED","スポット放映",71961,"イカレちまったぜ!!","トリプルH"
13625,"TV","輪るピングドラム","ED","スポット放映",72380,"HIDE and SEEK","トリプルH"
13625,"TV","輪るピングドラム","ED","スポット放映",72521,"Private Girl","トリプルH"
13625,"TV","輪るピングドラム","ED","スポット放映",72617,"魂こがして","トリプルH"
13625,"TV","輪るピングドラム","ED","スポット放映",72730,"朝のかげりの中で","トリプルH"
13625,"TV","輪るピングドラム","ED","スポット放映",72759,"HEROES~英雄たち","トリプルH"
15681,"TV","まんがーる!","OP","",79703,"girl meets DEADLINE","M@N☆GIRL!"
15681,"TV","まんがーる!","ED","最終回に放映",81165,"毎日☆まんがーる!","M@N☆GIRL!"
1302,"TV","まんが偉人物語","OP","1",1733,"つづけ青春たちよ","かまやつひろし"
